time,y,x,spatial_ref,level3
2020-01-01,-3813500.0,1739500.0,3577,112
2020-01-01,-3813500.0,1740500.0,3577,112
2020-01-01,-3813500.0,1741500.0,3577,112
2020-01-01,-3813500.0,1742500.0,3577,112
2020-01-01,-3813500.0,1743500.0,3577,112
2020-01-01,-3813500.0,1744500.0,3577,112
2020-01-01,-3813500.0,1745500.0,3577,112
2020-01-01,-3813500.0,1746500.0,3577,112
2020-01-01,-3813500.0,1747500.0,3577,112
2020-01-01,-3813500.0,1748500.0,3577,112
2020-01-01,-3813500.0,1749500.0,3577,112
2020-01-01,-3813500.0,1750500.0,3577,112
2020-01-01,-3813500.0,1751500.0,3577,112
2020-01-01,-3813500.0,1752500.0,3577,112
2020-01-01,-3813500.0,1753500.0,3577,112
2020-01-01,-3814500.0,1733500.0,3577,112
2020-01-01,-3814500.0,1734500.0,3577,216
2020-01-01,-3814500.0,1735500.0,3577,112
2020-01-01,-3814500.0,1736500.0,3577,112
2020-01-01,-3814500.0,1737500.0,3577,112
2020-01-01,-3814500.0,1738500.0,3577,215
2020-01-01,-3814500.0,1739500.0,3577,215
2020-01-01,-3814500.0,1740500.0,3577,112
2020-01-01,-3814500.0,1741500.0,3577,112
2020-01-01,-3814500.0,1742500.0,3577,112
2020-01-01,-3814500.0,1743500.0,3577,112
2020-01-01,-3814500.0,1744500.0,3577,112
2020-01-01,-3814500.0,1745500.0,3577,112
2020-01-01,-3814500.0,1746500.0,3577,112
2020-01-01,-3814500.0,1747500.0,3577,112
2020-01-01,-3814500.0,1748500.0,3577,112
2020-01-01,-3814500.0,1749500.0,3577,112
2020-01-01,-3814500.0,1750500.0,3577,112
2020-01-01,-3814500.0,1751500.0,3577,112
2020-01-01,-3814500.0,1752500.0,3577,112
2020-01-01,-3814500.0,1753500.0,3577,112
2020-01-01,-3815500.0,1733500.0,3577,215
2020-01-01,-3815500.0,1734500.0,3577,112
2020-01-01,-3815500.0,1735500.0,3577,112
2020-01-01,-3815500.0,1736500.0,3577,112
2020-01-01,-3815500.0,1737500.0,3577,112
2020-01-01,-3815500.0,1738500.0,3577,112
2020-01-01,-3815500.0,1739500.0,3577,112
2020-01-01,-3815500.0,1740500.0,3577,112
2020-01-01,-3815500.0,1741500.0,3577,112
2020-01-01,-3815500.0,1742500.0,3577,112
2020-01-01,-3815500.0,1743500.0,3577,112
2020-01-01,-3815500.0,1744500.0,3577,112
2020-01-01,-3815500.0,1745500.0,3577,112
2020-01-01,-3815500.0,1746500.0,3577,112
2020-01-01,-3815500.0,1747500.0,3577,112
2020-01-01,-3815500.0,1748500.0,3577,112
2020-01-01,-3815500.0,1749500.0,3577,112
2020-01-01,-3815500.0,1750500.0,3577,112
2020-01-01,-3815500.0,1751500.0,3577,112
2020-01-01,-3815500.0,1752500.0,3577,112
2020-01-01,-3815500.0,1753500.0,3577,112
2020-01-01,-3816500.0,1733500.0,3577,215
2020-01-01,-3816500.0,1734500.0,3577,216
2020-01-01,-3816500.0,1735500.0,3577,112
2020-01-01,-3816500.0,1736500.0,3577,112
2020-01-01,-3816500.0,1737500.0,3577,112
2020-01-01,-3816500.0,1738500.0,3577,112
2020-01-01,-3816500.0,1739500.0,3577,112
2020-01-01,-3816500.0,1740500.0,3577,112
2020-01-01,-3816500.0,1741500.0,3577,112
2020-01-01,-3816500.0,1742500.0,3577,112
2020-01-01,-3816500.0,1743500.0,3577,112
2020-01-01,-3816500.0,1744500.0,3577,112
2020-01-01,-3816500.0,1745500.0,3577,112
2020-01-01,-3816500.0,1746500.0,3577,112
2020-01-01,-3816500.0,1747500.0,3577,112
2020-01-01,-3816500.0,1748500.0,3577,112
2020-01-01,-3816500.0,1749500.0,3577,112
2020-01-01,-3816500.0,1750500.0,3577,112
2020-01-01,-3816500.0,1751500.0,3577,112
2020-01-01,-3816500.0,1752500.0,3577,112
2020-01-01,-3816500.0,1753500.0,3577,112
2020-01-01,-3817500.0,1733500.0,3577,112
2020-01-01,-3817500.0,1734500.0,3577,112
2020-01-01,-3817500.0,1735500.0,3577,112
2020-01-01,-3817500.0,1736500.0,3577,112
2020-01-01,-3817500.0,1737500.0,3577,112
2020-01-01,-3817500.0,1738500.0,3577,216
2020-01-01,-3817500.0,1739500.0,3577,112
2020-01-01,-3817500.0,1740500.0,3577,112
2020-01-01,-3817500.0,1741500.0,3577,112
2020-01-01,-3817500.0,1742500.0,3577,216
2020-01-01,-3817500.0,1743500.0,3577,112
2020-01-01,-3817500.0,1744500.0,3577,112
2020-01-01,-3817500.0,1745500.0,3577,112
2020-01-01,-3817500.0,1746500.0,3577,112
2020-01-01,-3817500.0,1747500.0,3577,112
2020-01-01,-3817500.0,1748500.0,3577,112
2020-01-01,-3817500.0,1749500.0,3577,112
2020-01-01,-3817500.0,1750500.0,3577,112
2020-01-01,-3817500.0,1751500.0,3577,112
2020-01-01,-3817500.0,1752500.0,3577,112
2020-01-01,-3817500.0,1753500.0,3577,112
2020-01-01,-3818500.0,1733500.0,3577,220
2020-01-01,-3818500.0,1734500.0,3577,112
2020-01-01,-3818500.0,1735500.0,3577,215
2020-01-01,-3818500.0,1736500.0,3577,112
2020-01-01,-3818500.0,1737500.0,3577,216
2020-01-01,-3818500.0,1738500.0,3577,216
2020-01-01,-3818500.0,1739500.0,3577,216
2020-01-01,-3818500.0,1740500.0,3577,112
2020-01-01,-3818500.0,1741500.0,3577,112
2020-01-01,-3818500.0,1742500.0,3577,112
2020-01-01,-3818500.0,1743500.0,3577,112
2020-01-01,-3818500.0,1744500.0,3577,112
2020-01-01,-3818500.0,1745500.0,3577,112
2020-01-01,-3818500.0,1746500.0,3577,112
2020-01-01,-3818500.0,1747500.0,3577,112
2020-01-01,-3818500.0,1748500.0,3577,112
2020-01-01,-3818500.0,1749500.0,3577,112
2020-01-01,-3818500.0,1750500.0,3577,112
2020-01-01,-3818500.0,1751500.0,3577,112
2020-01-01,-3818500.0,1752500.0,3577,112
2020-01-01,-3818500.0,1753500.0,3577,112
2020-01-01,-3819500.0,1733500.0,3577,220
2020-01-01,-3819500.0,1734500.0,3577,112
2020-01-01,-3819500.0,1735500.0,3577,215
2020-01-01,-3819500.0,1736500.0,3577,215
2020-01-01,-3819500.0,1737500.0,3577,216
2020-01-01,-3819500.0,1738500.0,3577,216
2020-01-01,-3819500.0,1739500.0,3577,215
2020-01-01,-3819500.0,1740500.0,3577,112
2020-01-01,-3819500.0,1741500.0,3577,112
2020-01-01,-3819500.0,1742500.0,3577,112
2020-01-01,-3819500.0,1743500.0,3577,112
2020-01-01,-3819500.0,1744500.0,3577,216
2020-01-01,-3819500.0,1745500.0,3577,112
2020-01-01,-3819500.0,1746500.0,3577,112
2020-01-01,-3819500.0,1747500.0,3577,112
2020-01-01,-3819500.0,1748500.0,3577,112
2020-01-01,-3819500.0,1749500.0,3577,112
2020-01-01,-3819500.0,1750500.0,3577,112
2020-01-01,-3819500.0,1751500.0,3577,112
2020-01-01,-3819500.0,1752500.0,3577,112
2020-01-01,-3819500.0,1753500.0,3577,112
2020-01-01,-3820500.0,1733500.0,3577,112
2020-01-01,-3820500.0,1734500.0,3577,112
2020-01-01,-3820500.0,1735500.0,3577,112
2020-01-01,-3820500.0,1736500.0,3577,112
2020-01-01,-3820500.0,1737500.0,3577,112
2020-01-01,-3820500.0,1738500.0,3577,216
2020-01-01,-3820500.0,1739500.0,3577,216
2020-01-01,-3820500.0,1740500.0,3577,216
2020-01-01,-3820500.0,1741500.0,3577,112
2020-01-01,-3820500.0,1742500.0,3577,215
2020-01-01,-3820500.0,1743500.0,3577,215
2020-01-01,-3820500.0,1744500.0,3577,112
2020-01-01,-3820500.0,1745500.0,3577,215
2020-01-01,-3820500.0,1746500.0,3577,112
2020-01-01,-3820500.0,1747500.0,3577,112
2020-01-01,-3820500.0,1748500.0,3577,112
2020-01-01,-3820500.0,1749500.0,3577,112
2020-01-01,-3820500.0,1750500.0,3577,112
2020-01-01,-3820500.0,1751500.0,3577,112
2020-01-01,-3820500.0,1752500.0,3577,112
2020-01-01,-3820500.0,1753500.0,3577,112
2020-01-01,-3821500.0,1733500.0,3577,215
2020-01-01,-3821500.0,1734500.0,3577,112
2020-01-01,-3821500.0,1735500.0,3577,112
2020-01-01,-3821500.0,1736500.0,3577,215
2020-01-01,-3821500.0,1737500.0,3577,112
2020-01-01,-3821500.0,1738500.0,3577,112
2020-01-01,-3821500.0,1739500.0,3577,216
2020-01-01,-3821500.0,1740500.0,3577,216
2020-01-01,-3821500.0,1741500.0,3577,216
2020-01-01,-3821500.0,1742500.0,3577,215
2020-01-01,-3821500.0,1743500.0,3577,216
2020-01-01,-3821500.0,1744500.0,3577,215
2020-01-01,-3821500.0,1745500.0,3577,111
2020-01-01,-3821500.0,1746500.0,3577,112
2020-01-01,-3821500.0,1747500.0,3577,112
2020-01-01,-3821500.0,1748500.0,3577,112
2020-01-01,-3821500.0,1749500.0,3577,112
2020-01-01,-3821500.0,1750500.0,3577,112
2020-01-01,-3821500.0,1751500.0,3577,112
2020-01-01,-3821500.0,1752500.0,3577,112
2020-01-01,-3821500.0,1753500.0,3577,112
2020-01-01,-3822500.0,1733500.0,3577,215
2020-01-01,-3822500.0,1734500.0,3577,215
2020-01-01,-3822500.0,1735500.0,3577,215
2020-01-01,-3822500.0,1736500.0,3577,215
2020-01-01,-3822500.0,1737500.0,3577,215
2020-01-01,-3822500.0,1738500.0,3577,215
2020-01-01,-3822500.0,1739500.0,3577,112
2020-01-01,-3822500.0,1740500.0,3577,216
2020-01-01,-3822500.0,1741500.0,3577,216
2020-01-01,-3822500.0,1742500.0,3577,215
2020-01-01,-3822500.0,1743500.0,3577,215
2020-01-01,-3822500.0,1744500.0,3577,215
2020-01-01,-3822500.0,1745500.0,3577,215
2020-01-01,-3822500.0,1746500.0,3577,215
2020-01-01,-3822500.0,1747500.0,3577,215
2020-01-01,-3822500.0,1748500.0,3577,112
2020-01-01,-3822500.0,1749500.0,3577,112
2020-01-01,-3822500.0,1750500.0,3577,112
2020-01-01,-3822500.0,1751500.0,3577,220
2020-01-01,-3822500.0,1752500.0,3577,216
2020-01-01,-3822500.0,1753500.0,3577,112
2020-01-01,-3823500.0,1733500.0,3577,112
2020-01-01,-3823500.0,1734500.0,3577,216
2020-01-01,-3823500.0,1735500.0,3577,215
2020-01-01,-3823500.0,1736500.0,3577,215
2020-01-01,-3823500.0,1737500.0,3577,215
2020-01-01,-3823500.0,1738500.0,3577,215
2020-01-01,-3823500.0,1739500.0,3577,215
2020-01-01,-3823500.0,1740500.0,3577,216
2020-01-01,-3823500.0,1741500.0,3577,215
2020-01-01,-3823500.0,1742500.0,3577,215
2020-01-01,-3823500.0,1743500.0,3577,215
2020-01-01,-3823500.0,1744500.0,3577,215
2020-01-01,-3823500.0,1745500.0,3577,215
2020-01-01,-3823500.0,1746500.0,3577,216
2020-01-01,-3823500.0,1747500.0,3577,112
2020-01-01,-3823500.0,1748500.0,3577,112
2020-01-01,-3823500.0,1749500.0,3577,112
2020-01-01,-3823500.0,1750500.0,3577,112
2020-01-01,-3823500.0,1751500.0,3577,220
2020-01-01,-3823500.0,1752500.0,3577,220
2020-01-01,-3823500.0,1753500.0,3577,112
2020-01-01,-3824500.0,1733500.0,3577,112
2020-01-01,-3824500.0,1734500.0,3577,215
2020-01-01,-3824500.0,1735500.0,3577,215
2020-01-01,-3824500.0,1736500.0,3577,215
2020-01-01,-3824500.0,1737500.0,3577,216
2020-01-01,-3824500.0,1738500.0,3577,215
2020-01-01,-3824500.0,1739500.0,3577,215
2020-01-01,-3824500.0,1740500.0,3577,215
2020-01-01,-3824500.0,1741500.0,3577,215
2020-01-01,-3824500.0,1742500.0,3577,215
2020-01-01,-3824500.0,1743500.0,3577,112
2020-01-01,-3824500.0,1744500.0,3577,215
2020-01-01,-3824500.0,1745500.0,3577,215
2020-01-01,-3824500.0,1746500.0,3577,215
2020-01-01,-3824500.0,1747500.0,3577,215
2020-01-01,-3824500.0,1748500.0,3577,215
2020-01-01,-3824500.0,1749500.0,3577,112
2020-01-01,-3824500.0,1750500.0,3577,112
2020-01-01,-3824500.0,1751500.0,3577,112
2020-01-01,-3824500.0,1752500.0,3577,215
2020-01-01,-3824500.0,1753500.0,3577,220
2020-01-01,-3825500.0,1733500.0,3577,215
2020-01-01,-3825500.0,1734500.0,3577,215
2020-01-01,-3825500.0,1735500.0,3577,215
2020-01-01,-3825500.0,1736500.0,3577,215
2020-01-01,-3825500.0,1737500.0,3577,216
2020-01-01,-3825500.0,1738500.0,3577,215
2020-01-01,-3825500.0,1739500.0,3577,215
2020-01-01,-3825500.0,1740500.0,3577,215
2020-01-01,-3825500.0,1741500.0,3577,112
2020-01-01,-3825500.0,1742500.0,3577,215
2020-01-01,-3825500.0,1743500.0,3577,112
2020-01-01,-3825500.0,1744500.0,3577,215
2020-01-01,-3825500.0,1745500.0,3577,215
2020-01-01,-3825500.0,1746500.0,3577,216
2020-01-01,-3825500.0,1747500.0,3577,215
2020-01-01,-3825500.0,1748500.0,3577,112
2020-01-01,-3825500.0,1749500.0,3577,112
2020-01-01,-3825500.0,1750500.0,3577,111
2020-01-01,-3825500.0,1751500.0,3577,216
2020-01-01,-3825500.0,1752500.0,3577,216
2020-01-01,-3825500.0,1753500.0,3577,220
2020-01-01,-3826500.0,1733500.0,3577,215
2020-01-01,-3826500.0,1734500.0,3577,215
2020-01-01,-3826500.0,1735500.0,3577,215
2020-01-01,-3826500.0,1736500.0,3577,112
2020-01-01,-3826500.0,1737500.0,3577,112
2020-01-01,-3826500.0,1738500.0,3577,216
2020-01-01,-3826500.0,1739500.0,3577,215
2020-01-01,-3826500.0,1740500.0,3577,215
2020-01-01,-3826500.0,1741500.0,3577,112
2020-01-01,-3826500.0,1742500.0,3577,112
2020-01-01,-3826500.0,1743500.0,3577,215
2020-01-01,-3826500.0,1744500.0,3577,216
2020-01-01,-3826500.0,1745500.0,3577,216
2020-01-01,-3826500.0,1746500.0,3577,112
2020-01-01,-3826500.0,1747500.0,3577,112
2020-01-01,-3826500.0,1748500.0,3577,112
2020-01-01,-3826500.0,1749500.0,3577,112
2020-01-01,-3826500.0,1750500.0,3577,216
2020-01-01,-3826500.0,1751500.0,3577,112
2020-01-01,-3826500.0,1752500.0,3577,112
2020-01-01,-3826500.0,1753500.0,3577,220
2020-01-01,-3827500.0,1733500.0,3577,215
2020-01-01,-3827500.0,1734500.0,3577,215
2020-01-01,-3827500.0,1735500.0,3577,216
2020-01-01,-3827500.0,1736500.0,3577,215
2020-01-01,-3827500.0,1737500.0,3577,216
2020-01-01,-3827500.0,1738500.0,3577,112
2020-01-01,-3827500.0,1739500.0,3577,112
2020-01-01,-3827500.0,1740500.0,3577,215
2020-01-01,-3827500.0,1741500.0,3577,215
2020-01-01,-3827500.0,1742500.0,3577,215
2020-01-01,-3827500.0,1743500.0,3577,215
2020-01-01,-3827500.0,1744500.0,3577,216
2020-01-01,-3827500.0,1745500.0,3577,112
2020-01-01,-3827500.0,1746500.0,3577,112
2020-01-01,-3827500.0,1747500.0,3577,112
2020-01-01,-3827500.0,1748500.0,3577,112
2020-01-01,-3827500.0,1749500.0,3577,112
2020-01-01,-3827500.0,1750500.0,3577,216
2020-01-01,-3827500.0,1751500.0,3577,216
2020-01-01,-3827500.0,1752500.0,3577,216
2020-01-01,-3827500.0,1753500.0,3577,216
2020-01-01,-3828500.0,1733500.0,3577,112
2020-01-01,-3828500.0,1734500.0,3577,216
2020-01-01,-3828500.0,1735500.0,3577,215
2020-01-01,-3828500.0,1736500.0,3577,216
2020-01-01,-3828500.0,1737500.0,3577,215
2020-01-01,-3828500.0,1738500.0,3577,112
2020-01-01,-3828500.0,1739500.0,3577,112
2020-01-01,-3828500.0,1740500.0,3577,112
2020-01-01,-3828500.0,1741500.0,3577,216
2020-01-01,-3828500.0,1742500.0,3577,216
2020-01-01,-3828500.0,1743500.0,3577,112
2020-01-01,-3828500.0,1744500.0,3577,112
2020-01-01,-3828500.0,1745500.0,3577,112
2020-01-01,-3828500.0,1746500.0,3577,112
2020-01-01,-3828500.0,1747500.0,3577,112
2020-01-01,-3828500.0,1748500.0,3577,112
2020-01-01,-3828500.0,1749500.0,3577,112
2020-01-01,-3828500.0,1750500.0,3577,216
2020-01-01,-3828500.0,1751500.0,3577,216
2020-01-01,-3828500.0,1752500.0,3577,216
2020-01-01,-3828500.0,1753500.0,3577,216
2020-01-01,-3829500.0,1733500.0,3577,112
2020-01-01,-3829500.0,1734500.0,3577,112
2020-01-01,-3829500.0,1735500.0,3577,112
2020-01-01,-3829500.0,1736500.0,3577,112
2020-01-01,-3829500.0,1737500.0,3577,220
2020-01-01,-3829500.0,1738500.0,3577,112
2020-01-01,-3829500.0,1739500.0,3577,112
2020-01-01,-3829500.0,1740500.0,3577,215
2020-01-01,-3829500.0,1741500.0,3577,216
2020-01-01,-3829500.0,1742500.0,3577,112
2020-01-01,-3829500.0,1743500.0,3577,112
2020-01-01,-3829500.0,1744500.0,3577,112
2020-01-01,-3829500.0,1745500.0,3577,215
2020-01-01,-3829500.0,1746500.0,3577,215
2020-01-01,-3829500.0,1747500.0,3577,215
2020-01-01,-3829500.0,1748500.0,3577,215
2020-01-01,-3829500.0,1749500.0,3577,216
2020-01-01,-3829500.0,1750500.0,3577,216
2020-01-01,-3829500.0,1751500.0,3577,216
2020-01-01,-3829500.0,1752500.0,3577,216
2020-01-01,-3829500.0,1753500.0,3577,216
2020-01-01,-3830500.0,1733500.0,3577,112
2020-01-01,-3830500.0,1734500.0,3577,215
2020-01-01,-3830500.0,1735500.0,3577,112
2020-01-01,-3830500.0,1736500.0,3577,112
2020-01-01,-3830500.0,1737500.0,3577,216
2020-01-01,-3830500.0,1738500.0,3577,112
2020-01-01,-3830500.0,1739500.0,3577,112
2020-01-01,-3830500.0,1740500.0,3577,112
2020-01-01,-3830500.0,1741500.0,3577,112
2020-01-01,-3830500.0,1742500.0,3577,216
2020-01-01,-3830500.0,1743500.0,3577,216
2020-01-01,-3830500.0,1744500.0,3577,216
2020-01-01,-3830500.0,1745500.0,3577,216
2020-01-01,-3830500.0,1746500.0,3577,215
2020-01-01,-3830500.0,1747500.0,3577,215
2020-01-01,-3830500.0,1748500.0,3577,216
2020-01-01,-3830500.0,1749500.0,3577,216
2020-01-01,-3830500.0,1750500.0,3577,216
2020-01-01,-3830500.0,1751500.0,3577,216
2020-01-01,-3830500.0,1752500.0,3577,216
2020-01-01,-3830500.0,1753500.0,3577,216
